67c6697351ff4aec29cdbaabf2fbe346 9c8a50cdfcfd9160f5d421bf8fd57295 5 3 4 4 7 5 3 4 4 5 5 4 4 5 6 3 2 6 3 6 3 2 3 
66320db73158a35a255d051758e95ed4 4b63abca487f7e1c95c234d9664f7681 4 4 5 4 2 2 4 5 3 4 4 4 4 5 5 4 2 2 3 4 5 4 4 
70e93ea141e1fc673e017e97eadc6b96 970eb501c8268b0c3ae26fda8d91277a 3 5 4 2 3 5 3 3 4 4 3 5 4 5 4 3 6 4 4 5 6 3 2 
021afe43fbfaaa3afb29d1e6053c7c94 f46f2d4ecc3423f1641d50c0470dd72d 1 3 5 4 5 5 3 5 3 5 4 5 4 4 7 7 4 4 4 4 6 3 3 
05eff700e9a13ae5ca0bcbd0484764bd 0a8e754595ea0142cab17e20c060e8bb 2 4 3 3 3 3 4 3 4 3 5 2 4 5 4 4 6 3 3 5 1 2 3 
3b706424119e09dcaad4acf21b10af3b 17d53703de0d8629f3cda16bb994dba8 5 1 3 6 6 4 2 6 5 5 3 4 4 2 3 2 6 2 4 5 4 4 3 
0be11a1c7f23f829f8a41b13b5ca4ee8 efaa0d0f9c24cfcce1fd6765be4f5799 3 1 4 3 2 2 3 3 3 4 3 7 4 5 7 5 2 5 4 4 3 5 4 
ac86212baa1a55a2be70b5733b045cd3 916707e3892730c3a37923fe1c3e65ed 4 4 5 4 5 4 3 5 3 2 5 3 4 5 5 1 3 3 4 2 3 5 4 
0870d4b28a2954489a0abcd50e18a844 13c4396f20fde26ebe4a5218e194eaad 1 3 5 3 6 4 2 4 4 3 4 3 4 4 4 5 4 4 4 2 3 5 1 
a3847f2dadd47647de321cec4ac430f6 cdee6bdeab13bceb0d5442d5a921cd04 4 2 4 4 4 4 2 3 4 5 6 5 4 6 4 4 4 2 3 3 3 3 3 
3e05f1ecd96733b79950a3e314d3d934 b6f00a92d3dc169067c78fb984fc8f2b 5 3 1 2 4 5 5 5 4 7 5 5 4 2 3 4 3 4 4 5 3 2 4 
4969e623d01ada696a7e4c7e5125b348 6dfe3fecbcca666ddace7ffd68d1fbfd 3 3 4 4 5 5 5 2 2 4 5 5 4 3 6 7 6 4 3 4 4 7 2 
25cf08f5e9e25e5360aad2b2d085fa54 038aeb3c58943893bf913408d16f6dde 3 3 3 4 4 3 5 4 2 3 4 2 4 4 5 6 3 4 5 4 3 5 4 
3f62802944de7ca5894e5759d351adac ae47b1460a7c07365e8951d89abb661f 6 2 4 5 1 3 4 4 2 7 3 5 4 4 3 4 4 3 2 4 7 4 2 
22fce466da610b63af62bc83b4692f3a 37d50f4618f52970f0f0bfc7d9bfc146 2 2 5 3 4 4 1 5 4 3 3 5 4 3 4 5 6 3 4 3 5 2 4 
89d4b66335c1c7e4248367d8ed9612ec dd8544bdb9262fcaf51c3765c857d828 3 3 3 1 3 5 4 3 4 5 6 6 4 4 2 2 4 5 5 5 3 5 4 
95aa82ca6c49ae90cd1668baac7aa6f2 7e550959fbd316d1d9e5abbf44989ff2 4 6 3 4 5 5 1 6 6 5 6 6 4 3 3 3 4 4 5 4 3 3 2 
6e0328da4cd76a19edd2d3994c798b00 2fb8a811c7ef198d3259866389400771 5 3 4 5 5 5 6 2 2 5 6 5 4 5 3 2 2 5 4 2 3 3 3 
c92ad91501432fee150287617c13629e 038d5806bab608685c602630484953c5 4 4 1 5 6 2 5 5 5 3 4 2 4 5 4 5 6 5 4 4 6 5 4 
75a74f76ea7e64ff81eb61fdfec39b67 0d474df3da27087b74ca8955a28d657b 5 5 4 5 3 3 2 3 5 5 4 3 4 5 3 2 6 5 3 4 4 5 3 
02f4b2ed7216ecf3014df000108b67cf f81b38c0e30e687ae17ea6fa8c9709a7 1 3 3 1 5 5 4 4 1 4 6 5 4 4 4 6 4 1 4 5 5 4 3 
9bbfab0ed59801d6e5f2d6f67d3ec516 5368866d4d37a8613781883f08b4f2de 5 3 4 1 5 3 5 3 4 4 2 4 4 1 3 6 6 6 4 1 6 6 2 
56891a2b211b01070dd8fd8b16c2a1a4 d9397e935081f6ad329be2d9be795c75 4 6 6 5 7 4 1 5 5 2 1 5 4 2 3 4 3 3 4 6 5 3 4 
bcf7edde13efe520c7e2abdda44d8188 1ef4a5fb05cc4c7128a482668ac16dcc 5 5 3 3 5 4 4 4 0 3 5 4 4 2 4 4 5 4 2 4 3 4 5 
f3584606472b260e0dd2ebb21f6c3a3b fca845735249a41eebdd979ec8e23bc4 6 4 6 3 4 3 6 2 6 7 2 6 4 4 5 1 1 5 6 4 3 7 6 
60220aa74d31b55b03a00d220d475dcd 6e4bc00fb4e1ac11ccfda6057ea30ab1 2 4 5 2 7 2 3 5 3 5 4 5 4 5 5 5 5 5 6 4 4 3 3 
0da7fa5ad8b0b5db50c2fd5d095a2aa5 8517c8a7a328ae92658bf401ec0f8262 3 3 5 6 2 2 3 5 2 4 6 3 4 2 1 6 4 3 6 5 4 4 3 
7571b64d216b28712e25cf3780f9dc62 f6f68ce73396f0fc9290294744c410a1 5 5 6 6 5 4 3 4 6 5 3 6 4 3 4 3 5 5 3 4 3 6 5 
5a310d7b9c36edca5bbc02dbb5de3d52 124301328e2845c5f44b0fa4f19fd2b2 4 4 3 3 5 3 4 4 2 3 3 2 4 3 4 6 4 5 4 4 5 6 5 
61e056fd1643c871ffca4db5a88a075e 0a41451418d9c35765203c1d84778e2d 3 3 2 3 4 5 6 6 3 4 5 2 4 3 3 5 3 5 4 3 3 3 3 
e2a07ff8e34769e311b698b9419f1822 7337c345570965a602cedcdacc282c26 4 4 2 7 3 4 2 3 4 3 4 5 4 4 5 4 5 2 5 5 3 3 1 
e81525cb5c8fae6d45462786e53fa98d 83448ade966685886d22c1525b261e80 4 4 3 3 4 4 5 3 4 7 2 3 4 3 0 5 6 5 6 3 3 5 5 
2b8cb6871b64f561ab1ce7905b901ee5 710bab8f9c62088dc8c5cb8f1964ac75 4 0 3 4 5 5 6 3 3 5 5 4 4 3 5 5 4 3 5 4 6 6 1 
682a28838f1de43a39ccca945ce8795e fad67a9c20f95b4d7a35936b54685531 3 3 4 2 7 6 4 5 4 6 4 6 4 3 6 5 3 4 5 3 2 4 6 
085754977539d1ae059b436184bcc015 9ac119d0b14a7c6933313c8e668ba25d 1 3 6 4 0 5 5 4 4 3 4 4 4 3 4 4 5 2 5 2 3 5 4 
7a2863ef61349d66cfe0c7539d8768e4 86720630fc416c694f05dc94d4082416 5 3 4 3 5 5 3 3 3 4 5 3 4 5 3 6 2 6 6 4 3 5 6 
ffd94f600dedc6ddcd8d306a15994e32 33207022b0696028f96f2eb8a1099b3e 8 4 3 3 3 4 4 6 5 6 4 4 4 5 4 4 5 2 4 3 3 2 6 
